Preferred_Name	Name	Source
12930789	yagN	Gene Name
12930789	945349	Entrez Gene ID
12930789	12930789	Entrez Gene ID
12930789	AAC73383	Ensembl Transcript ID
12930789	BAE76064	Ensembl Transcript ID
12930789	P71297	Uniprot ID
12930789	YAGN_ECOLI	Synonym
12930790	ECK0280	Synonym
12930790	b0281	Synonym
12930790	JW0275	Synonym
12930790	intF	Gene Name
12930790	947351	Entrez Gene ID
12930790	12930790	Entrez Gene ID
12930790	AAC73384	Ensembl Transcript ID
12930790	BAE76065	Ensembl Transcript ID
12930790	P71298	Uniprot ID
12930790	INTF_ECOLI	Synonym
12933069	ECK0281	Synonym
12933069	b0282	Synonym
12933069	JW0276	Synonym
12933069	yagP	Gene Name
12933069	7751633	Entrez Gene ID
12933069	12933069	Entrez Gene ID
12933069	BAE76066	Ensembl Transcript ID
12932505	ECK0282	Synonym
12932505	b0283	Synonym
12932505	JW0277	Synonym
12932505	paoD	Gene Name
12932505	945010	Entrez Gene ID
12932505	12932505	Entrez Gene ID
12932505	AAC73386	Ensembl Transcript ID
12932505	BAE76067	Ensembl Transcript ID
12932505	P77183	Uniprot ID
12932505	YAGQ_ECOLI	Synonym
12932498	ECK0283	Synonym
12932498	b0284	Synonym
12932498	JW0278	Synonym
12932498	paoC	Gene Name
12932498	944961	Entrez Gene ID
12932498	12932498	Entrez Gene ID
12932498	AAC73387	Ensembl Transcript ID
12932498	BAE76068	Ensembl Transcript ID
12932498	P77489	Uniprot ID
12932498	YAGR_ECOLI	Synonym
12930791	ECK0284	Synonym
12930791	b0285	Synonym
12930791	JW0279	Synonym
12930791	paoB	Gene Name
12930791	945710	Entrez Gene ID
12930791	12930791	Entrez Gene ID
12930791	AAC73388	Ensembl Transcript ID
12930791	BAE76069	Ensembl Transcript ID
12930791	P77324	Uniprot ID
12930791	YAGS_ECOLI	Synonym
12930792	ECK0285	Synonym
12930792	b0286	Synonym
12930792	JW0280	Synonym
12930792	paoA	Gene Name
12930792	945330	Entrez Gene ID
12930792	12930792	Entrez Gene ID
12930792	AAC73389	Ensembl Transcript ID
12930792	BAE76070	Ensembl Transcript ID
12930792	P77165	Uniprot ID
12930792	YAGT_ECOLI	Synonym
12930793	ECK0286	Synonym
12930793	b0287	Synonym
12930793	JW0281	Synonym
12930793	yagU	Gene Name
12930793	945677	Entrez Gene ID
12930793	12930793	Entrez Gene ID
12930793	AAC73390	Ensembl Transcript ID
12930793	BAE76071	Ensembl Transcript ID
12930793	P0AAA1	Uniprot ID
12930793	YAGU_ECOLI	Synonym
12930794	ECK0287	Synonym
12930794	b0288	Synonym
12930794	JW0282	Synonym
12930794	ykgJ	Gene Name
12930794	945905	Entrez Gene ID
12930794	12930794	Entrez Gene ID
12930794	AAC73391	Ensembl Transcript ID
12930794	BAE76072	Ensembl Transcript ID
12930794	P0AAL9	Uniprot ID
12930794	YKGJ_ECOLI	Synonym
12930795	ECK0288	Synonym
12930795	b0289	Synonym
12930795	JW5030	Synonym
12930795	ecpE	Gene Name
12930795	946631	Entrez Gene ID
12930795	12930795	Entrez Gene ID
12930795	AAC73392	Ensembl Transcript ID
12930795	BAE76073	Ensembl Transcript ID
12930795	P77263	Uniprot ID
12930795	YAGV_ECOLI	Synonym
12934037	ECK0289	Synonym
12934037	b0290	Synonym
12934037	JW0284	Synonym
12934037	ecpD	Gene Name
12934037	947349	Entrez Gene ID
12934037	12934037	Entrez Gene ID
12934037	AAC73393	Ensembl Transcript ID
12934037	BAB96716	Ensembl Transcript ID
12934037	P77694	Uniprot ID
12934037	YAGW_ECOLI	Synonym
12930796	ECK0290	Synonym
12930796	b0291	Synonym
12930796	JW0285	Synonym
12930796	ecpC	Gene Name
12930796	947606	Entrez Gene ID
12930796	12930796	Entrez Gene ID
12930796	AAC73394	Ensembl Transcript ID
12930796	BAE76075	Ensembl Transcript ID
12930796	P77802	Uniprot ID
12930796	YAGX_ECOLI	Synonym
12930797	ECK0291	Synonym
12930797	b0292	Synonym
12930797	JW0286	Synonym
12930797	ecpB	Gene Name
12930797	948806	Entrez Gene ID
12930797	12930797	Entrez Gene ID
12930797	AAC73395	Ensembl Transcript ID
12930797	BAE76076	Ensembl Transcript ID
12930797	P77188	Uniprot ID
12930797	MATC_ECOLI	Synonym
12930798	ECK0292	Synonym
12930798	b0293	Synonym
12930798	JW0287	Synonym
12930798	ecpA	Gene Name
12930798	948759	Entrez Gene ID
12930798	12930798	Entrez Gene ID
12930798	AAC73396	Ensembl Transcript ID
12930798	BAE76077	Ensembl Transcript ID
12930798	P0AAA3	Uniprot ID
12930798	MATB_ECOLI	Synonym
12930799	ECK0293	Synonym
12930799	b0294	Synonym
12930799	JW5031	Synonym
12930799	ecpR	Gene Name
12930799	944966	Entrez Gene ID
12930799	12930799	Entrez Gene ID
12930799	AAC73397	Ensembl Transcript ID
12930799	BAE76078	Ensembl Transcript ID
12930799	P71301	Uniprot ID
12930799	MATA_ECOLI	Synonym
12930800	ECK0294	Synonym
12930800	b0295	Synonym
12930800	JW5033	Synonym
12930800	ykgL	Gene Name
12930800	944962	Entrez Gene ID
12930800	12930800	Entrez Gene ID
12930800	AAC73398	Ensembl Transcript ID
12930800	BAE76079	Ensembl Transcript ID
12930800	P56257	Uniprot ID
12930800	YKGL_ECOLI	Synonym
12930801	ECK0297	Synonym
12930801	b0297	Synonym
12930801	JW0291	Synonym
12930801	eaeH	Gene Name
12930801	944957	Entrez Gene ID
12930801	12930801	Entrez Gene ID
12930801	BAE76082	Ensembl Transcript ID
12930801	P36943	Uniprot ID
12930801	EAEH_ECOLI	Synonym
12930803	ECK0300	Synonym
12930803	b0300	Synonym
12930803	JW5037	Synonym
12930803	ykgA	Gene Name
12930803	944956	Entrez Gene ID
12930803	12930803	Entrez Gene ID
12930803	BAE76085	Ensembl Transcript ID
12930803	P77601	Uniprot ID
12930803	YKGA_ECOLI	Synonym
12930804	ECK0301	Synonym
12930804	b0301	Synonym
12930804	JW5038	Synonym
12930804	rclC	Gene Name
12930804	944974	Entrez Gene ID
12930804	12930804	Entrez Gene ID
12930804	AAC73404	Ensembl Transcript ID
12930804	BAE76086	Ensembl Transcript ID
12930804	P75685	Uniprot ID
12930804	YKGB_ECOLI	Synonym
12930805	ECK0302	Synonym
12930805	b0303	Synonym
12930805	JW5039	Synonym
12930805	rclB	Gene Name
12930805	945658	Entrez Gene ID
12930805	12930805	Entrez Gene ID
12930805	AAC73406	Ensembl Transcript ID
12930805	BAE76087	Ensembl Transcript ID
12930805	P75687	Uniprot ID
12930805	YKGI_ECOLI	Synonym
12930806	ECK0303	Synonym
12930806	b0304	Synonym
12930806	JW5040	Synonym
12930806	rclA	Gene Name
12930806	946092	Entrez Gene ID
12930806	12930806	Entrez Gene ID
12930806	AAC73407	Ensembl Transcript ID
12930806	BAE76088	Ensembl Transcript ID
12930806	P77212	Uniprot ID
12930806	YKGC_ECOLI	Synonym
12933816	ECK0304	Synonym
12933816	b0305	Synonym
12933816	JW0298	Synonym
12933816	rclR	Gene Name
12933816	945616	Entrez Gene ID
12933816	12933816	Entrez Gene ID
12933816	AAC73408	Ensembl Transcript ID
12933816	BAE76089	Ensembl Transcript ID
12933816	P77379	Uniprot ID
12933816	YKGD_ECOLI	Synonym
12933817	ECK0305	Synonym
12933817	b0306	Synonym
12933817	JW5041	Synonym
12933817	ykgE	Gene Name
12933817	948438	Entrez Gene ID
12933817	12933817	Entrez Gene ID
12933817	AAC73409	Ensembl Transcript ID
12933817	BAE76090	Ensembl Transcript ID
12933817	P77252	Uniprot ID
12933817	YKGE_ECOLI	Synonym
12931878	ECK0306	Synonym
12931878	b0307	Synonym
12931878	JW0300	Synonym
12931878	ykgF	Gene Name
12931878	944980	Entrez Gene ID
12931878	12931878	Entrez Gene ID
12931878	AAC73410	Ensembl Transcript ID
12931878	BAE76091	Ensembl Transcript ID
12931878	P77536	Uniprot ID
12931878	YKGF_ECOLI	Synonym
12932529	ECK0307	Synonym
12932529	b0308	Synonym
12932529	JW5042	Synonym
12932529	ykgG	Gene Name
12932529	945906	Entrez Gene ID
12932529	12932529	Entrez Gene ID
12932529	AAC73411	Ensembl Transcript ID
12932529	BAE76092	Ensembl Transcript ID
12932529	P77433	Uniprot ID
12932529	YKGG_ECOLI	Synonym
12932534	ECK0308	Synonym
12932534	b0310	Synonym
12932534	JW0302	Synonym
12932534	ykgH	Gene Name
12932534	947513	Entrez Gene ID
12932534	12932534	Entrez Gene ID
12932534	AAC73413	Ensembl Transcript ID
12932534	BAE76093	Ensembl Transcript ID
12932534	P77180	Uniprot ID
12932534	YKGH_ECOLI	Synonym
12933806	ECK0309	Synonym
12933806	b0311	Synonym
12933806	JW0303	Synonym
12933806	betA	Gene Name
12933806	945716	Entrez Gene ID
12933806	12933806	Entrez Gene ID
12933806	AAC73414	Ensembl Transcript ID
12933806	BAE76094	Ensembl Transcript ID
12933806	P17444	Uniprot ID
12933806	BETA_ECOLI	Synonym
12933807	ECK0310	Synonym
12933807	b0312	Synonym
12933807	JW0304	Synonym
12933807	betB	Gene Name
12933807	947376	Entrez Gene ID
12933807	12933807	Entrez Gene ID
12933807	AAC73415	Ensembl Transcript ID
12933807	BAE76095	Ensembl Transcript ID
12933807	P17445	Uniprot ID
12933807	BETB_ECOLI	Synonym
12933814	ECK0311	Synonym
12933814	b0313	Synonym
12933814	JW0305	Synonym
12933814	betI	Gene Name
12933814	944981	Entrez Gene ID
12933814	12933814	Entrez Gene ID
12933814	AAC73416	Ensembl Transcript ID
12933814	BAE76096	Ensembl Transcript ID
12933814	P17446	Uniprot ID
12933814	BETI_ECOLI	Synonym
12933808	ECK0312	Synonym
12933808	b0314	Synonym
12933808	JW0306	Synonym
12933808	betT	Gene Name
12933808	945079	Entrez Gene ID
12933808	12933808	Entrez Gene ID
12933808	AAC73417	Ensembl Transcript ID
12933808	BAE76097	Ensembl Transcript ID
12933808	P0ABC9	Uniprot ID
12933808	BETT_ECOLI	Synonym
12933809	ECK0313	Synonym
12933809	b0315	Synonym
12933809	JW0307	Synonym
12933809	yahA	Gene Name
12933809	947459	Entrez Gene ID
12933809	12933809	Entrez Gene ID
12933809	AAC73418	Ensembl Transcript ID
12933809	BAE76098	Ensembl Transcript ID
12933809	P21514	Uniprot ID
12933809	YAHA_ECOLI	Synonym
12933810	ECK0314	Synonym
12933810	b0316	Synonym
12933810	JW0308	Synonym
12933810	yahB	Gene Name
12933810	945278	Entrez Gene ID
12933810	12933810	Entrez Gene ID
12933810	AAC73419	Ensembl Transcript ID
12933810	BAE76099	Ensembl Transcript ID
12933810	P77700	Uniprot ID
12933810	YAHB_ECOLI	Synonym
12933811	ECK0315	Synonym
12933811	b0317	Synonym
12933811	JW0309	Synonym
12933811	yahC	Gene Name
12933811	947337	Entrez Gene ID
12933811	12933811	Entrez Gene ID
12933811	AAC73420	Ensembl Transcript ID
12933811	BAE76100	Ensembl Transcript ID
12933811	P77219	Uniprot ID
12933811	YAHC_ECOLI	Synonym
12933812	ECK0316	Synonym
12933812	b0318	Synonym
12933812	JW0310	Synonym
12933812	yahD	Gene Name
12933812	947681	Entrez Gene ID
12933812	12933812	Entrez Gene ID
12933812	AAC73421	Ensembl Transcript ID
12933812	BAE76101	Ensembl Transcript ID
12933812	P77736	Uniprot ID
12933812	YAHD_ECOLI	Synonym
12933813	ECK0317	Synonym
12933813	b0319	Synonym
12933813	JW0311	Synonym
12933813	yahE	Gene Name
12933813	947134	Entrez Gene ID
12933813	12933813	Entrez Gene ID
12933813	AAC73422	Ensembl Transcript ID
12933813	BAE76102	Ensembl Transcript ID
12933813	P77297	Uniprot ID
12933813	YAHE_ECOLI	Synonym
12933169	ECK0318	Synonym
12933169	b0320	Synonym
12933169	JW0312	Synonym
12933169	yahF	Gene Name
12933169	947298	Entrez Gene ID
12933169	12933169	Entrez Gene ID
12933169	AAC73423	Ensembl Transcript ID
12933169	BAE76103	Ensembl Transcript ID
12933169	P77187	Uniprot ID
12933169	YAHF_ECOLI	Synonym
12933170	ECK0319	Synonym
12933170	b0321	Synonym
12933170	JW0313	Synonym
12933170	yahG	Gene Name
12933170	945379	Entrez Gene ID
12933170	12933170	Entrez Gene ID
12933170	AAC73424	Ensembl Transcript ID
12933170	BAE76104	Ensembl Transcript ID
12933170	P77221	Uniprot ID
12933170	YAHG_ECOLI	Synonym
12933171	ECK0320	Synonym
12933171	b0322	Synonym
12933171	JW5893	Synonym
12933171	yahH	Gene Name
12933171	12933171	Entrez Gene ID
12933171	BAE76105	Ensembl Transcript ID
12933171	Q2EEQ3	Uniprot ID
12933171	YAHH_ECOLI	Synonym
12933172	ECK0321	Synonym
12933172	b0323	Synonym
12933172	JW0315	Synonym
12933172	yahI	Gene Name
12933172	944984	Entrez Gene ID
12933172	12933172	Entrez Gene ID
12933172	AAC73426	Ensembl Transcript ID
12933172	BAE76106	Ensembl Transcript ID
12933172	P77624	Uniprot ID
12933172	ARCM_ECOLI	Synonym
12930807	ECK0322	Synonym
12930807	b0324	Synonym
12930807	JW0316	Synonym
12930807	yahJ	Gene Name
12930807	944976	Entrez Gene ID
12930807	12930807	Entrez Gene ID
12930807	AAC73427	Ensembl Transcript ID
12930807	BAE76107	Ensembl Transcript ID
12930807	P77554	Uniprot ID
12930807	YAHJ_ECOLI	Synonym
12930808	ECK0323	Synonym
12930808	b0325	Synonym
12930808	JW0317	Synonym
12930808	yahK	Gene Name
12930808	944975	Entrez Gene ID
12930808	12930808	Entrez Gene ID
12930808	AAC73428	Ensembl Transcript ID
12930808	BAE76108	Ensembl Transcript ID
12930808	P75691	Uniprot ID
12930808	YAHK_ECOLI	Synonym
12930809	ECK0324	Synonym
12930809	b0326	Synonym
12930809	JW0318	Synonym
12930809	yahL	Gene Name
12930809	944970	Entrez Gene ID
12930809	12930809	Entrez Gene ID
12930809	AAC73429	Ensembl Transcript ID
12930809	BAE76109	Ensembl Transcript ID
12930809	P77393	Uniprot ID
12930809	YAHL_ECOLI	Synonym
12930810	ECK0325	Synonym
12930810	b0327	Synonym
12930810	JW5044	Synonym
12930810	yahM	Gene Name
12930810	944969	Entrez Gene ID
12930810	12930810	Entrez Gene ID
12930810	AAC73430	Ensembl Transcript ID
12930810	BAE76110	Ensembl Transcript ID
12930810	P75692	Uniprot ID
12930810	YAHM_ECOLI	Synonym
12930811	ECK0326	Synonym
12930811	b0328	Synonym
12930811	JW0320	Synonym
12930811	yahN	Gene Name
12930811	944968	Entrez Gene ID
12930811	12930811	Entrez Gene ID
12930811	AAC73431	Ensembl Transcript ID
12930811	BAE76111	Ensembl Transcript ID
12930811	P75693	Uniprot ID
12930811	YAHN_ECOLI	Synonym
12930812	ECK0327	Synonym
12930812	b0329	Synonym
12930812	JW0321	Synonym
12930812	yahO	Gene Name
12930812	944985	Entrez Gene ID
12930812	12930812	Entrez Gene ID
12930812	AAC73432	Ensembl Transcript ID
12930812	BAE76112	Ensembl Transcript ID
12930812	P75694	Uniprot ID
12930812	YAHO_ECOLI	Synonym
12930813	ECK0328	Synonym
12930813	b0330	Synonym
12930813	JW0322	Synonym
12930813	prpR	Gene Name
12930813	944987	Entrez Gene ID
12930813	12930813	Entrez Gene ID
12930813	AAC73433	Ensembl Transcript ID
12930813	BAE76113	Ensembl Transcript ID
12930813	P77743	Uniprot ID
12930813	PRPR_ECOLI	Synonym
12930814	ECK0329	Synonym
12930814	b0331	Synonym
12930814	JW0323	Synonym
12930814	prpB	Gene Name
12930814	944990	Entrez Gene ID
12930814	12930814	Entrez Gene ID
12930814	AAC73434	Ensembl Transcript ID
12930814	BAE76114	Ensembl Transcript ID
12930814	P77541	Uniprot ID
12930814	PRPB_ECOLI	Synonym
12930815	ECK0330	Synonym
12930815	b0333	Synonym
12930815	JW0324	Synonym
12930815	prpC	Gene Name
12930815	947528	Entrez Gene ID
12930815	12930815	Entrez Gene ID
12930815	AAC73436	Ensembl Transcript ID
12930815	BAE76115	Ensembl Transcript ID
12930815	P31660	Uniprot ID
12930815	PRPC_ECOLI	Synonym
12930816	ECK0331	Synonym
12930816	b0334	Synonym
12930816	JW0325	Synonym
12930816	prpD	Gene Name
12930816	945931	Entrez Gene ID
12930816	12930816	Entrez Gene ID
12930816	AAC73437	Ensembl Transcript ID
12930816	BAE76116	Ensembl Transcript ID
12930816	P77243	Uniprot ID
12930816	PRPD_ECOLI	Synonym
12930817	ECK0332	Synonym
12930817	b0335	Synonym
12930817	JW0326	Synonym
12930817	prpE	Gene Name
12930817	946891	Entrez Gene ID
12930817	12930817	Entrez Gene ID
12930817	AAC73438	Ensembl Transcript ID
12930817	BAE76117	Ensembl Transcript ID
12930817	P77495	Uniprot ID
12930817	PRPE_ECOLI	Synonym
12930818	ECK0333	Synonym
12930818	b0336	Synonym
12930818	JW0327	Synonym
12930818	codB	Gene Name
12930818	944994	Entrez Gene ID
12930818	12930818	Entrez Gene ID
12930818	AAC73439	Ensembl Transcript ID
12930818	BAE76118	Ensembl Transcript ID
12930818	P0AA82	Uniprot ID
12930818	CODB_ECOLI	Synonym
12930819	ECK0334	Synonym
12930819	b0337	Synonym
12930819	JW0328	Synonym
12930819	codA	Gene Name
12930819	944996	Entrez Gene ID
12930819	12930819	Entrez Gene ID
12930819	AAC73440	Ensembl Transcript ID
12930819	BAE76119	Ensembl Transcript ID
12930819	P25524	Uniprot ID
12930819	CODA_ECOLI	Synonym
12930820	ECK0335	Synonym
12930820	b0338	Synonym
12930820	JW5894	Synonym
12930820	cynR	Gene Name
12930820	945001	Entrez Gene ID
12930820	12930820	Entrez Gene ID
12930820	AAC73441	Ensembl Transcript ID
12930820	BAE76120	Ensembl Transcript ID
12930820	P27111	Uniprot ID
12930820	CYNR_ECOLI	Synonym
12930821	ECK0336	Synonym
12930821	b0339	Synonym
12930821	JW0330	Synonym
12930821	cynT	Gene Name
12930821	946548	Entrez Gene ID
12930821	12930821	Entrez Gene ID
12930821	AAC73442	Ensembl Transcript ID
12930821	BAE76121	Ensembl Transcript ID
12930821	P0ABE9	Uniprot ID
12930821	CYNT_ECOLI	Synonym
12934193	ECK0337	Synonym
12934193	b0340	Synonym
12934193	JW0331	Synonym
12934193	cynS	Gene Name
12934193	948998	Entrez Gene ID
12934193	12934193	Entrez Gene ID
12934193	AAC73443	Ensembl Transcript ID
12934193	BAE76122	Ensembl Transcript ID
12934193	P00816	Uniprot ID
12934193	CYNS_ECOLI	Synonym
12934189	ECK0338	Synonym
12934189	b0341	Synonym
12934189	JW0332	Synonym
12934189	cynX	Gene Name
12934189	946770	Entrez Gene ID
12934189	12934189	Entrez Gene ID
12934189	AAC73444	Ensembl Transcript ID
12934189	BAE76123	Ensembl Transcript ID
12934189	P17583	Uniprot ID
12934189	CYNX_ECOLI	Synonym
12934190	ECK0339	Synonym
12934190	b0342	Synonym
12934190	JW0333	Synonym
12934190	lacA	Gene Name
12934190	945674	Entrez Gene ID
12934190	12934190	Entrez Gene ID
12934190	AAC73445	Ensembl Transcript ID
12934190	BAE76124	Ensembl Transcript ID
12934190	P07464	Uniprot ID
12934190	THGA_ECOLI	Synonym
12934191	ECK0340	Synonym
12934191	b0343	Synonym
12934191	JW0334	Synonym
12934191	lacY	Gene Name
12934191	949083	Entrez Gene ID
12934191	12934191	Entrez Gene ID
12934191	AAC73446	Ensembl Transcript ID
12934191	BAE76125	Ensembl Transcript ID
12934191	P02920	Uniprot ID
12934191	LACY_ECOLI	Synonym
12934192	ECK0341	Synonym
12934192	b0344	Synonym
12934192	JW0335	Synonym
12934192	lacZ	Gene Name
12934192	945006	Entrez Gene ID
12934192	12934192	Entrez Gene ID
12934192	AAC73447	Ensembl Transcript ID
12934192	BAE76126	Ensembl Transcript ID
12934192	P00722	Uniprot ID
12934192	BGAL_ECOLI	Synonym
12931674	ECK0342	Synonym
12931674	b0345	Synonym
12931674	JW0336	Synonym
12931674	lacI	Gene Name
12931674	945007	Entrez Gene ID
12931674	12931674	Entrez Gene ID
12931674	AAC73448	Ensembl Transcript ID
12931674	BAE76127	Ensembl Transcript ID
12931674	P03023	Uniprot ID
12931674	LACI_ECOLI	Synonym
12931673	ECK0343	Synonym
12931673	b0346	Synonym
12931673	JW0337	Synonym
12931673	mhpR	Gene Name
12931673	945938	Entrez Gene ID
12931673	12931673	Entrez Gene ID
12931673	AAC73449	Ensembl Transcript ID
12931673	BAE76128	Ensembl Transcript ID
12931673	P77569	Uniprot ID
12931673	MHPR_ECOLI	Synonym
12931734	ECK0344	Synonym
12931734	b0347	Synonym
12931734	JW0338	Synonym
12931734	mhpA	Gene Name
12931734	945197	Entrez Gene ID
12931734	12931734	Entrez Gene ID
12931734	AAC73450	Ensembl Transcript ID
12931734	BAE76129	Ensembl Transcript ID
12931734	P77397	Uniprot ID
12931734	MHPA_ECOLI	Synonym
12931736	ECK0345	Synonym
12931736	b0348	Synonym
12931736	JW0339	Synonym
12931736	mhpB	Gene Name
12931736	945047	Entrez Gene ID
12931736	12931736	Entrez Gene ID
12931736	AAC73451	Ensembl Transcript ID
12931736	BAE76130	Ensembl Transcript ID
12931736	P0ABR9	Uniprot ID
12931736	MHPB_ECOLI	Synonym
12931735	ECK0346	Synonym
12931735	b0349	Synonym
12931735	JW0340	Synonym
12931735	mhpC	Gene Name
12931735	944954	Entrez Gene ID
12931735	12931735	Entrez Gene ID
12931735	AAC73452	Ensembl Transcript ID
12931735	BAE76131	Ensembl Transcript ID
12931735	P77044	Uniprot ID
12931735	MHPC_ECOLI	Synonym
12931737	ECK0347	Synonym
12931737	b0350	Synonym
12931737	JW0341	Synonym
12931737	mhpD	Gene Name
12931737	944768	Entrez Gene ID
12931737	12931737	Entrez Gene ID
12931737	AAC73453	Ensembl Transcript ID
12931737	BAE76132	Ensembl Transcript ID
12931737	P77608	Uniprot ID
12931737	MHPD_ECOLI	Synonym
12932628	ECK0348	Synonym
12932628	b0351	Synonym
12932628	JW0342	Synonym
12932628	mhpF	Gene Name
12932628	945008	Entrez Gene ID
12932628	12932628	Entrez Gene ID
12932628	AAC73454	Ensembl Transcript ID
12932628	BAE76133	Ensembl Transcript ID
12932628	P77580	Uniprot ID
12932628	ACDH_ECOLI	Synonym
12932630	ECK0349	Synonym
12932630	b0352	Synonym
12932630	JW0343	Synonym
12932630	mhpE	Gene Name
12932630	945012	Entrez Gene ID
12932630	12932630	Entrez Gene ID
12932630	AAC73455	Ensembl Transcript ID
12932630	BAE76134	Ensembl Transcript ID
12932630	P51020	Uniprot ID
12932630	HOA_ECOLI	Synonym
12932631	ECK0350	Synonym
12932631	b0353	Synonym
12932631	JW5046	Synonym
12932631	mhpT	Gene Name
12932631	944997	Entrez Gene ID
12932631	12932631	Entrez Gene ID
12932631	AAC73456	Ensembl Transcript ID
12932631	BAE76135	Ensembl Transcript ID
12932631	P77589	Uniprot ID
12932631	MHPT_ECOLI	Synonym
12932629	ECK0351	Synonym
12932629	b0354	Synonym
12932629	JW0345	Synonym
12932629	yaiL	Gene Name
12932629	944993	Entrez Gene ID
12932629	12932629	Entrez Gene ID
12932629	AAC73457	Ensembl Transcript ID
12932629	BAE76136	Ensembl Transcript ID
12932629	P51024	Uniprot ID
12932629	YAIL_ECOLI	Synonym
12932815	ECK0352	Synonym
12932815	b0355	Synonym
12932815	JW0346	Synonym
12932815	frmB	Gene Name
12932815	944991	Entrez Gene ID
12932815	12932815	Entrez Gene ID
12932815	AAC73458	Ensembl Transcript ID
12932815	BAE76137	Ensembl Transcript ID
12932815	P51025	Uniprot ID
12932815	SFGH1_ECOLI	Synonym
12932809	ECK0353	Synonym
12932809	b0356	Synonym
12932809	JW0347	Synonym
12932809	frmA	Gene Name
12932809	944988	Entrez Gene ID
12932809	12932809	Entrez Gene ID
12932809	AAC73459	Ensembl Transcript ID
12932809	BAE76138	Ensembl Transcript ID
12932809	P25437	Uniprot ID
12932809	FRMA_ECOLI	Synonym
12932810	ECK0354	Synonym
12932810	b0357	Synonym
12932810	JW0348	Synonym
12932810	frmR	Gene Name
12932810	944986	Entrez Gene ID
12932810	12932810	Entrez Gene ID
12932810	AAC73460	Ensembl Transcript ID
12932810	BAE76139	Ensembl Transcript ID
12932810	P0AAP3	Uniprot ID
12932810	FRMR_ECOLI	Synonym
12932811	ECK0355	Synonym
12932811	b0358	Synonym
12932811	JW0349	Synonym
12932811	yaiO	Gene Name
12932811	945014	Entrez Gene ID
12932811	12932811	Entrez Gene ID
12932811	AAC73461	Ensembl Transcript ID
12932811	BAE76140	Ensembl Transcript ID
12932811	Q47534	Uniprot ID
12932811	YAIO_ECOLI	Synonym
12932812	ECK0356	Synonym
12932812	b0359	Synonym
12932812	JW0350	Synonym
12932812	yaiX	Gene Name
12932812	4056039	Entrez Gene ID
12932812	12932812	Entrez Gene ID
12932812	EBT00000041319	Ensembl Transcript ID
12932816	ECK0359	Synonym
12932816	b0362	Synonym
12932816	JW5814	Synonym
12932816	yaiF	Gene Name
12932816	12932816	Entrez Gene ID
12932816	BAE76143	Ensembl Transcript ID
12930828	ECK0360	Synonym
12930828	b0363	Synonym
12930828	JW0355	Synonym
12930828	yaiP	Gene Name
12930828	945308	Entrez Gene ID
12930828	12930828	Entrez Gene ID
12930828	AAC73466	Ensembl Transcript ID
12930828	BAE76144	Ensembl Transcript ID
12930828	Q47536	Uniprot ID
12930828	YAIP_ECOLI	Synonym
12932095	ECK0361	Synonym
12932095	b0364	Synonym
12932095	JW0356	Synonym
12932095	yaiS	Gene Name
12932095	946967	Entrez Gene ID
12932095	12932095	Entrez Gene ID
12932095	AAC73467	Ensembl Transcript ID
12932095	BAE76145	Ensembl Transcript ID
12932095	P71311	Uniprot ID
12932095	YAIS_ECOLI	Synonym
12932094	ECK0362	Synonym
12932094	b0365	Synonym
12932094	JW0357	Synonym
12932094	tauA	Gene Name
12932094	945030	Entrez Gene ID
12932094	12932094	Entrez Gene ID
12932094	AAC73468	Ensembl Transcript ID
12932094	BAE76146	Ensembl Transcript ID
12932094	Q47537	Uniprot ID
12932094	TAUA_ECOLI	Synonym
12932096	ECK0363	Synonym
12932096	b0366	Synonym
12932096	JW0358	Synonym
12932096	tauB	Gene Name
12932096	945027	Entrez Gene ID
12932096	12932096	Entrez Gene ID
12932096	AAC73469	Ensembl Transcript ID
12932096	BAE76147	Ensembl Transcript ID
12932096	Q47538	Uniprot ID
12932096	TAUB_ECOLI	Synonym
12930829	ECK0364	Synonym
12930829	b0367	Synonym
12930829	JW0359	Synonym
12930829	tauC	Gene Name
12930829	945026	Entrez Gene ID
12930829	12930829	Entrez Gene ID
12930829	AAC73470	Ensembl Transcript ID
12930829	BAE76148	Ensembl Transcript ID
12930829	Q47539	Uniprot ID
12930829	TAUC_ECOLI	Synonym
12930836	ECK0365	Synonym
12930836	b0368	Synonym
12930836	JW0360	Synonym
12930836	tauD	Gene Name
12930836	945021	Entrez Gene ID
12930836	12930836	Entrez Gene ID
12930836	AAC73471	Ensembl Transcript ID
12930836	BAE76149	Ensembl Transcript ID
12930836	P37610	Uniprot ID
12930836	TAUD_ECOLI	Synonym
12932508	ECK0366	Synonym
12932508	b0369	Synonym
12932508	JW0361	Synonym
12932508	hemB	Gene Name
12932508	945017	Entrez Gene ID
12932508	12932508	Entrez Gene ID
12932508	AAC73472	Ensembl Transcript ID
12932508	BAE76150	Ensembl Transcript ID
12932508	P0ACB2	Uniprot ID
12932508	HEM2_ECOLI	Synonym
12932518	ECK0367	Synonym
12932518	b0370	Synonym
12932518	JW5049	Synonym
12932518	ykiB	Gene Name
12932518	12932518	Entrez Gene ID
12932518	BAE76151	Ensembl Transcript ID
12930826	ECK0368	Synonym
12930826	b0371	Synonym
12930826	JW0362	Synonym
12930826	yaiT	Gene Name
12930826	4056040	Entrez Gene ID
12930826	12930826	Entrez Gene ID
12930826	BAE76152	Ensembl Transcript ID
